timestamp,visitorid,event,itemid,transactionid
1430772393854,104303,view,4074,
1430772394702,86179,view,22312,
1430772395350,8455,view,9974,
1430772399413,92577,view,34772,
1430772401219,184478,addtocart,39792,
1430772403567,123598,addtocart,8482,
1430772403569,7430,view,33230,
1430772404963,28371,view,12379,
1430772407679,147308,view,17930,
1430772410690,123598,view,8482,
1430772413030,47510,view,5821,
1430772413374,106564,view,13799,
1430772414241,133487,view,19519,
1430772415366,92577,view,31858,
1430772418771,18357,view,16599,
1430772419226,159757,view,28733,
1430772420038,4425,view,46330,
1430772424213,34198,view,47267,
1430772429101,17924,view,1294,
1430772430070,206056,view,20427,
1430772443394,183523,view,36237,
1430772447015,200948,view,36762,
1430772448299,184478,addtocart,17272,
1430772448429,206056,view,30858,
1430772451240,102466,view,38636,
1430772454334,65497,view,12640,
1430772455115,170329,view,5795,
1430772455255,123598,addtocart,32563,
1430772458759,159757,view,3804,
1430772461671,133487,view,19258,
1430772461874,102466,view,3574,
1430772469684,153243,view,14124,
1430772474515,93852,addtocart,35613,
1430772477109,11773,view,43806,
1430772480265,37453,view,32215,
1430772487108,128561,view,29519,
1430772487124,89170,addtocart,13495,
1430772495734,70227,view,28634,
1430772496234,107979,view,8776,
1430772496858,77697,view,350,
1430772503776,53056,view,13583,
1430772504901,144384,view,11649,
1430772506906,159757,view,28733,
1430772510472,155527,view,33216,
1430772514573,83474,view,44370,
1430772523543,145113,view,12291,
1430772527920,153243,addtocart,14124,
1430772528607,159757,view,16296,
1430772529910,153158,view,17728,
1430772534732,32504,view,4071,
1430772535810,105478,view,16065,
1430772549592,8959,view,43384,
1430772551576,112724,view,29336,
1430772556424,75093,view,3774,
1430772557334,43814,view,41748,
1430772564279,32546,view,16792,
1430772567592,158106,view,48960,
1430772570270,153243,view,31218,
1430772574600,6945,view,1231,
1430772576900,162646,view,20147,
1430772581999,36261,view,48321,
1430772587436,103670,view,23856,
1430772591259,64582,view,44824,
1430772592947,76737,view,40639,
1430772596119,32220,view,10114,
1430772596605,183198,view,48979,
1430772596933,103670,view,23856,
1430772598709,149718,view,40907,
1430772603845,12684,view,15078,
1430772605685,12684,addtocart,15078,
1430772607306,98851,view,35498,
1430772610138,163217,view,36076,
1430772610593,80791,view,22360,
1430772611946,87802,view,946,
1430772614400,98851,view,35498,
1430772615166,32504,view,14958,
1430772615463,109417,view,26320,
1430772615619,45301,view,43463,
1430772619885,157628,view,34998,
1430772625972,12684,view,15078,
1430772627760,20919,view,10916,
1430772627824,116534,view,27282,
1430772629736,191607,view,826,
1430772632131,107539,view,23222,
1430772633835,92577,view,34191,
1430772635382,199885,view,1667,
1430772635894,70162,view,26657,
1430772637746,107539,addtocart,23222,
1430772639815,86467,view,18479,
1430772640612,58510,view,22360,
1430772641070,116534,view,9855,
1430772642534,158106,view,38623,
1430772647378,5298,view,35402,
1430772648034,114514,view,22515,
1430772648163,153243,view,40446,
1430772651347,204488,view,30880,
1430772651813,157440,view,21620,
1430772653117,68596,view,22633,
1430772653257,144384,view,11649,
1430772653367,194571,view,8251,
1430772657046,144384,view,11649,
1430772659530,12684,addtocart,49067,
1430772661753,70162,view,9501,
1430772662222,68875,view,21045,
1430772663488,92577,view,39511,
1430772668003,72674,view,4391,
1430772668991,153243,view,275,
1430772674629,32504,view,43498,
1430772676082,114514,view,34043,
1430772676250,68469,view,21171,
1430772679419,27045,view,23572,
1430772683738,139286,view,20193,
1430772684066,58510,addtocart,22360,
1430772684144,6356,view,4815,
1430772686535,158106,view,48960,
1430772689852,116534,view,27282,
1430772692413,199515,view,10198,
1430772693709,10042,view,5979,
1430772693834,149718,view,40907,
1430772697108,81038,view,5018,
1430772701936,53576,view,4805,
1430772702827,114514,view,22515,
1430772703671,70162,view,26657,
1430772705762,153243,addtocart,275,
1430772706626,12684,addtocart,5644,
1430772708764,105478,view,40547,
1430772708827,114514,view,31884,
1430772713765,32504,view,4071,
1430772715343,12255,view,27966,
1430772716765,114514,view,22515,
1430772720464,64693,view,26767,
1430772723577,70162,view,27483,
1430772724124,139286,view,8746,
1430772727348,24227,view,36157,
1430772730659,64693,view,26767,
1430772730687,105478,view,17779,
1430772731077,91567,view,10830,
1430772731140,150940,view,4355,
1430772731249,162689,view,27043,
1430772732633,117300,addtocart,47162,
1430772734837,200948,view,15304,
1430772735055,149718,view,7234,
1430772737449,80791,view,22360,
1430772738390,139286,view,42958,
1430772741131,84413,view,11935,
1430772743749,120839,view,33115,
1430772750770,182627,view,15940,
1430772751802,105478,view,40547,
1430772753052,70287,view,5520,
1430772760584,6356,view,4815,
1430772762821,174365,view,38521,
1430772762884,174365,view,38521,
1430772766271,11715,view,33149,
1430772767240,140911,view,41218,
1430772770574,99446,view,37538,
1430772773490,32504,view,14958,
1430772774184,12684,addtocart,19453,
1430772777644,149718,view,40907,
1430772777737,153243,view,22249,
1430772781943,69668,view,12894,
1430772787756,118305,view,25613,
1430772790336,60878,view,826,
1430772790916,107539,transaction,23222,10546.0
1430772797912,30793,view,41383,
1430772800549,148239,view,36387,
1430772800673,105478,view,16065,
1430772812287,70401,view,41632,
1430772812455,202756,view,46234,
1430772812693,111045,view,39860,
1430772822731,149761,view,9044,
1430772824069,170777,view,30831,
1430772829525,6356,view,4815,
1430772844651,25847,view,39952,
1430772845306,133879,view,22360,
1430772846909,189137,view,13741,
1430772854849,10042,view,5979,
1430772862101,89170,transaction,33690,1893.0
1430772862163,89170,transaction,13495,1893.0
1430772862163,89170,transaction,44469,1893.0
1430772870822,60980,view,25785,
1430772871537,69775,view,48144,
1430772872588,89741,view,35560,
1430772877114,120007,view,46601,
1430772888161,204300,view,14719,
1430772897759,73101,view,19069,
1430772899974,117568,view,8017,
1430772905708,162689,view,26100,
1430772907377,153243,addtocart,12,
1430772907974,47409,view,27282,
1430772909068,64479,view,22003,
1430772910224,120839,view,3944,
1430772910864,133879,view,28120,
1430772913994,21848,view,33913,
1430772938473,133326,view,2629,
1430772939093,92577,view,36064,
1430772941969,135815,view,36537,
1430772942751,34784,view,15633,
1430772945183,12684,addtocart,5203,
1430772948709,14937,view,13764,
1430772949696,138794,view,21084,
1430772952196,29168,view,2003,
1430772956754,158962,view,36648,
1430772957477,117568,view,8017,
1430772960837,70723,view,8175,
1430772964071,30793,view,41383,
1430772967102,47409,view,6571,
1430772970009,159762,view,44387,
1430772971945,136803,view,37667,
1430772972227,138794,view,37168,
1430772973996,175445,view,44039,
1430772978811,171358,view,39010,
1430772979594,89441,view,22413,
1430772987728,119503,view,8960,
1430772990088,54034,view,39458,
1430772993506,15149,view,45265,
1430772995506,109196,view,36749,
1430772996140,74057,view,42356,
1430772997364,23223,view,9936,
1430773002291,54034,view,47833,
1430773002505,170179,view,29050,
1430773006226,38875,view,28435,
1430773007167,159493,view,40329,
1430773010986,78161,view,22086,
1430773012174,189137,view,13741,
1430773018408,89441,view,4132,
1430773018518,203560,view,34539,
1430773021007,156634,view,48819,
1430773022875,39099,view,32027,
1430773037742,23223,view,9936,
1430773039675,112457,view,5790,
1430773039695,26977,view,35198,
1430773041148,114233,view,25467,
1430773048164,170179,addtocart,29050,
1430773048508,128657,view,21094,
1430773049169,36137,view,1218,
1430773053711,6009,view,29559,
1430773059987,167980,view,36573,
1430773061349,56215,view,45395,
1430773068924,12684,addtocart,526,
1430773076145,181914,view,6639,
1430773081192,10979,view,2797,
1430773084796,185598,view,624,
1430773086364,15741,view,42849,
1430773093442,176339,view,31414,
1430773093582,67240,view,9464,
1430773095167,153148,view,36219,
1430773095923,153148,view,36219,
1430773100576,39682,view,19559,
1430773102695,97883,view,6,
1430773104802,132010,view,49149,
1430773108396,176339,view,31414,
1430773109958,175589,view,3031,
1430773110966,43604,view,35340,
1430773116405,112457,view,44881,
1430773131522,162286,view,41669,
1430773141966,69871,view,6903,
1430773145647,74914,view,47638,
1430773148241,178973,view,23106,
1430773152710,87424,view,42595,
1430773153931,85293,view,48114,
1430773153991,177653,view,1695,
1430773154794,76712,view,43064,
1430773155880,136381,view,45222,
1430773160835,92577,view,11347,
1430773169601,175589,view,3031,
1430773170413,38875,view,37992,
1430773171038,10979,view,19402,
1430773171927,14937,view,48102,
1430773174329,58001,view,30283,
1430773176083,196422,view,31310,
1430773176430,120051,view,24044,
1430773180007,79061,view,42423,
1430773182411,35341,view,26738,
1430773184958,139838,view,44802,
1430773186083,5808,view,37901,
1430773186172,65317,view,26507,
1430773186812,98190,view,45573,
1430773189163,167826,view,33624,
1430773192348,179592,view,9041,
1430773195076,78794,view,45195,
1430773197177,118714,view,42673,
1430773200661,118419,view,7380,
1430773200692,118419,view,7380,
1430773203677,35074,view,24146,
1430773205485,75093,view,11987,
1430773208761,154733,view,360,
1430773209372,21848,view,33913,
1430773209411,65766,view,20061,
1430773209887,12684,addtocart,5955,
1430773213099,47409,view,19092,
1430773214636,98779,view,36804,
1430773217759,16451,addtocart,6571,
1430773218202,69871,view,37971,
1430773222239,189233,view,42528,
1430773223556,64674,view,28884,
1430773223744,173052,view,955,
1430773227323,14937,view,48102,
1430773228369,83628,view,31310,
1430773230400,92577,view,32056,
1430773231492,168819,view,39226,
1430773232443,196422,addtocart,31310,
1430773234663,181231,view,22102,
1430773236352,48232,view,1985,
1430773247147,75093,view,3761,
1430773247459,26969,view,39274,
1430773248819,157268,view,17713,
1430773250288,181306,view,49184,
1430773252475,170179,view,29050,
1430773260790,48232,view,1985,
1430773265634,6993,view,4377,
1430773268716,178836,view,29224,
1430773274069,16451,addtocart,13243,
1430773274078,66487,view,42928,
1430773275616,47409,view,48867,
1430773278714,37137,view,8673,
1430773281709,183285,view,28782,
1430773282522,171358,view,39010,
1430773285382,64582,view,33913,
1430773294668,201167,view,15298,
1430773295037,97409,view,37782,
1430773297289,52712,view,35565,
1430773300043,82584,view,45878,
1430773301764,16451,addtocart,22265,
1430773302854,81955,view,15137,
1430773318683,25649,view,45749,
1430773320873,144133,view,7382,
1430773322217,166828,view,297,
1430773324526,130590,view,3733,
1430773331335,175653,view,28021,
1430773332069,145237,view,3293,
1430773337160,179667,view,4704,
1430773341928,10042,addtocart,5979,
1430773342085,199462,view,14642,
1430773343022,35074,view,25820,
1430773343601,49964,view,37551,
1430773347726,174069,view,31565,
1430773349793,201167,view,29203,
1430773351209,92577,view,43806,
1430773359165,179592,view,9908,
1430773365390,16451,addtocart,24118,
1430773366484,109803,view,18031,
1430773366562,35074,view,24146,
1430773366765,100214,view,10639,
1430773367062,175653,view,17101,
1430773369586,130590,view,26357,
1430773370562,33782,view,30014,
1430773373143,12684,addtocart,3092,
1430773378484,92577,view,39650,
1430773383369,166612,view,29422,
1430773383619,133879,view,26100,
1430773387525,83628,addtocart,31310,
1430773394515,193070,view,41537,
1430773397504,144133,view,27943,
1430773397800,116796,view,40020,
1430773400263,6993,transaction,4377,17670.0
1430773401182,58510,view,22360,
1430773403583,120051,view,5483,
1430773403927,153243,view,47594,
1430773405446,144133,view,17721,
1430773405572,130590,view,1386,
1430773407244,181306,view,41591,
1430773407354,56076,view,36657,
1430773418347,15227,view,43763,
1430773421264,70287,view,2224,
1430773426736,45127,view,4620,
1430773427318,144133,view,41659,
1430773429593,175653,view,17101,
1430773441964,13720,view,3498,
1430773450914,90369,view,24112,
1430773451274,201167,view,15298,
1430773454839,200948,view,20593,
1430773456113,120051,view,14806,
1430773456171,83628,transaction,31310,15495.0
1430773458120,154658,view,19320,
1430773462886,43800,view,6922,
1430773470768,2491,view,5155,
1430773474769,52402,view,10114,
1430773488754,1944,view,12456,
1430773489476,52402,view,10114,
1430773489569,4897,view,12698,
1430773491490,36422,view,28275,
1430773502678,175589,view,3031,
1430773506053,143281,view,32607,
1430773507022,128619,view,26721,
1430773515241,195225,view,5362,
1430773518513,120051,view,9100,
1430773519319,128619,view,26721,
1430773529177,10042,transaction,5979,16901.0
1430773532349,16451,view,24118,
1430773534286,167537,view,20079,
1430773545111,90186,view,31285,
1430773546033,64582,view,11805,
1430773551422,75093,view,24162,
1430773552627,178910,view,16705,
1430773552818,13720,view,26998,
1430773553117,82533,view,44583,
1430773555314,64582,view,11805,
1430773556270,101740,view,194,
1430773561068,201103,view,41819,
1430773561439,112794,view,20002,
1430773562127,49713,view,44192,
1430773566167,205598,view,826,
1430773568330,121042,view,33023,
1430773569205,172308,view,49491,
1430773571455,38037,view,12447,
1430773585174,118419,view,7380,
1430773585221,106117,view,28321,
1430773594037,110474,view,32515,
1430773598261,36543,view,27684,
1430773598917,178910,view,30572,
1430773605027,40136,view,29392,
1430773606389,110408,view,19994,
1430773608442,145680,view,48333,
1430773610275,117936,view,7454,
1430773610759,109239,view,7390,
1430773621101,200948,view,5193,
1430773625527,70287,view,4377,
1430773628930,190282,view,18550,
1430773639293,66990,view,36099,
1430773644387,92577,view,33690,
1430773646481,61370,view,6434,
1430773649137,39158,view,25996,
1430773652417,88727,view,34123,
1430773657316,7358,view,35478,
1430773666798,201103,view,36145,
1430773668394,70287,view,11306,
1430773670613,70287,view,16777,
1430773679207,168347,view,46690,
1430773680267,69470,view,5791,
1430773695285,178029,view,24480,
1430773695864,76624,view,44541,
1430773698843,60029,view,3154,
1430773700754,37281,view,20055,
1430773703301,170002,view,47874,
1430773713837,74258,view,10401,
1430773723297,93193,view,43807,
1430773733495,9121,view,48684,
1430773733640,101301,view,22409,
1430773734587,151915,view,8546,
1430773736225,170002,view,47874,
1430773739743,132452,view,11824,
1430773740540,128619,view,3415,
1430773743166,27230,view,1401,
1430773746503,101301,view,20409,
1430773748353,36989,view,34388,
1430773748356,115825,view,43661,
1430773752983,128619,view,29461,
1430773754150,196545,view,39048,
1430773757217,168474,view,20532,
1430773759248,179295,view,3574,
1430773763842,105379,view,42538,
1430773764886,167346,view,3558,
1430773768793,10042,view,5979,
1430773770530,161862,view,2229,
1430773775053,128619,addtocart,29461,
1430773775524,153243,addtocart,47594,
1430773776917,92577,view,33266,
1430773777012,36749,view,17982,
1430773778886,151915,view,45232,
1430773781531,128619,view,29461,
1430773782734,140267,view,12618,
1430773782750,75569,view,38902,
1430773784867,201103,view,43606,
1430773787499,101301,view,12462,
1430773787799,7303,view,23001,
1430773796765,128619,view,29461,
1430773796812,30078,view,25853,
1430773802587,101301,view,37739,
1430773802984,201512,view,19116,
1430773803812,128619,view,9235,
1430773806350,89118,view,31277,
1430773806412,106964,view,44130,
1430773809125,192488,view,49283,
1430773810038,141163,view,3930,
1430773816584,70287,view,31310,
1430773817363,163238,view,47512,
1430773820376,153243,view,4902,
1430773820522,117372,view,43669,
1430773821080,101301,view,12462,
1430773823944,42526,view,9221,
1430773825562,101301,view,20409,
1430773825662,164797,view,40151,
1430773828037,151915,view,19698,
1430773829721,135903,view,1642,
1430773831428,90734,view,11543,
1430773837302,155055,view,15010,
1430773840311,125105,view,36194,
1430773844626,101301,view,34512,
1430773846598,13720,view,47512,
1430773848743,186350,view,36554,
1430773853417,201103,view,39726,
1430773856071,94518,view,7751,
1430773859885,190684,view,8721,
1430773862401,191351,view,30969,
1430773863071,171444,view,699,
1430773863338,18730,view,2013,
1430773866635,36150,view,43439,
1430773870647,153243,view,28237,
1430773873913,94518,view,7751,
1430773876864,131020,view,16367,
1430773882064,88378,view,4288,
1430773882885,61370,view,12026,
1430773884432,16451,view,22265,
1430773885917,128619,view,29461,
1430773888104,103488,view,27047,
1430773889558,58018,view,41906,
1430773890690,128137,view,13277,
1430773893951,164765,view,46624,
1430773894959,105379,view,42252,
1430773895100,204297,view,3945,
1430773895381,92577,view,47097,
1430773897919,76753,view,7493,
1430773902370,66487,view,10891,
1430773902575,166280,view,32465,
1430773903419,103073,view,7274,
1430773904162,170179,addtocart,29050,
1430773905099,192488,view,38208,
1430773906349,152413,view,20912,
1430773907401,3080,view,29346,
1430773909582,31515,view,14064,
1430773910555,13720,view,15183,
1430773913052,131020,view,16367,
1430773917161,41290,view,42310,
1430773917193,116301,view,27644,
1430773917818,117077,view,28713,
1430773921375,186814,view,9458,
1430773923240,29649,view,6489,
1430773924422,41466,view,11087,
1430773925016,71796,view,35022,
1430773926428,94518,view,1666,
1430773927131,167740,view,19162,
1430773927524,100773,view,18772,
1430773929740,29649,view,25602,
1430773932497,124990,view,6441,
1430773933615,189981,view,26057,
1430773939626,66487,view,3057,
1430773941641,166280,view,47994,
1430773943803,109478,view,18886,
1430773951547,168283,view,35356,
1430773953399,153243,view,7206,
1430773953413,92577,view,14319,
1430773959968,16451,view,13243,
1430773961093,29649,view,6489,
1430773969874,128136,view,26569,
1430773973296,3350,view,37054,
1430773974531,92577,view,7251,
1430773975892,36220,view,3850,
1430773976726,17571,view,47512,
1430773980797,167740,view,19162,
1430773981718,102450,view,10131,
1430773981874,28468,view,45008,
1430773982142,65432,view,7697,
1430773982218,116301,view,30113,
1430773985859,168283,view,27279,
1430773985984,145211,view,44277,
1430773986703,21506,view,27860,
1430773987000,60794,view,42486,
1430773991930,12938,view,13781,
1430773992008,26409,view,1402,
1430773993156,109478,view,18886,
1430773993874,28468,view,8474,
1430773993875,133160,view,1348,
1430773996062,116723,view,37266,
1430773996078,92577,view,9686,
1430773996344,170179,transaction,29050,16766.0
1430774000534,28468,view,2795,
1430774000628,28468,view,47844,
1430774001109,70287,view,29481,
1430774002327,168283,view,25419,
1430774002749,200948,view,43186,
1430774004406,128136,view,19265,
1430774006563,131633,view,37535,
1430774008671,124990,addtocart,6441,
1430774011132,50718,view,38523,
1430774011990,109478,view,37079,
1430774019732,103499,view,48959,
1430774020456,153243,view,24138,
1430774021993,117077,view,28713,
1430774023196,46120,view,39081,
1430774026477,46685,view,33382,
1430774026607,64744,view,49115,
1430774027466,192488,view,39113,
1430774030083,95098,view,22824,
1430774030274,50883,view,47018,
1430774031698,141905,view,19185,
1430774032946,61370,view,17542,
1430774038002,185972,view,4893,
1430774042382,153243,view,49014,
1430774043543,70287,view,9449,
1430774044943,170179,view,29050,
1430774046961,65204,view,21155,
1430774047398,92577,view,35092,
1430774048227,137056,view,6186,
1430774051506,128136,addtocart,19265,
1430774055421,16451,view,6571,
1430774056721,64582,view,37064,
1430774065000,63564,view,41305,
1430774066504,168283,view,30587,
1430774073423,166280,view,13435,
1430774077527,153243,addtocart,28237,
1430774079292,109478,view,18886,
1430774088520,28046,view,40635,
1430774092471,64582,view,19162,
1430774093108,168283,view,17059,
1430774097251,92577,view,20818,
1430774098459,16451,view,13243,
1430774099402,179295,view,3574,
1430774107387,153243,view,47594,
1430774110931,201103,view,17676,
1430774112214,95098,view,22824,
1430774112314,45638,view,6647,
1430774113239,120051,view,14806,
1430774116768,106004,view,25499,
1430774123929,109478,view,28546,
1430774129537,99304,view,31701,
1430774132093,101301,view,20409,
1430774134631,120844,view,46116,
1430774135180,23629,view,48941,
1430774136970,23610,view,17065,
1430774138290,166280,view,16364,
1430774144121,153282,view,25145,
1430774149685,106004,view,43636,
1430774157803,167520,view,47518,
1430774158024,204088,view,31249,
1430774161212,80537,view,32423,
1430774163658,153243,view,28237,
1430774168128,150367,view,3470,
1430774170323,97785,view,1401,
1430774172963,90734,view,4812,
1430774175561,72537,view,42957,
1430774176093,100451,view,35288,
1430774176742,204806,view,1638,
1430774184938,120844,view,21479,
1430774185210,26076,view,9526,
1430774188824,13549,view,23168,
1430774198324,182761,view,30030,
1430774199110,70287,view,48782,
1430774200057,120051,view,5483,
1430774201750,202514,view,46764,
1430774201808,64582,view,19162,
1430774202033,168283,view,28797,
1430774207170,94579,view,12568,
1430774208478,163246,view,8872,
1430774211169,90734,view,38574,
1430774217726,81214,view,17526,
1430774219171,124990,view,12650,
1430774220412,167520,view,38850,
1430774221509,70287,view,31310,
1430774223043,44629,view,47970,
1430774223060,128136,transaction,19265,8703.0
1430774228981,80273,view,4002,
1430774230523,45621,view,39819,
1430774230812,145522,view,15124,
1430774231671,67504,view,10491,
1430774231941,167740,view,19162,
1430774233667,142267,view,2267,
1430774235488,85213,view,35335,
1430774236785,138322,view,43632,
1430774237538,86606,view,48935,
1430774244513,153243,view,14124,
1430774245045,2546,addtocart,18377,
1430774251519,140470,view,8572,
1430774254483,141394,view,22193,
1430774255268,1119,view,19234,
1430774259477,150367,view,17091,
1430774270821,64582,addtocart,19162,
1430774270883,41518,view,33319,
1430774271383,92577,view,23222,
1430774273757,101052,view,880,
1430774277613,101469,view,19790,
1430774278370,199462,view,14642,
1430774280814,48723,view,33125,
1430774284305,191351,view,3642,
1430774286282,124990,addtocart,12650,
1430774288515,62633,view,14981,
1430774292171,90734,view,5961,
1430774293013,168283,view,21092,
1430774293311,45389,view,47463,
1430774299516,28468,view,1750,
1430774305624,15073,view,40829,
1430774307686,128854,view,16084,
1430774313112,150367,view,3470,
1430774317864,28468,view,35661,
1430774320551,142685,view,38574,
1430774321661,111890,view,21008,
1430774321946,94579,view,26949,
1430774322563,99574,view,28978,
1430774323573,7189,view,44082,
1430774327253,93100,view,33381,
1430774327427,124990,view,16344,
1430774327521,153323,view,43402,
1430774330740,125467,view,17080,
1430774331244,150367,view,23261,
1430774341920,99304,view,45438,
1430774347574,24957,view,17824,
1430774355973,201512,view,19116,
1430774362798,24515,view,32859,
1430774363695,90734,view,38574,
1430774365504,26425,view,24629,
1430774366414,92577,view,28873,
1430774366636,86606,view,17615,
1430774368433,25322,view,5900,
1430774374863,117077,view,30365,
1430774376574,134622,view,46681,
1430774379945,118738,view,28665,
1430774382161,172513,view,46244,
1430774385313,130117,view,40638,
1430774396374,92577,view,23222,
1430774397051,124990,view,20132,
1430774399164,2338,view,22336,
1430774402225,42186,view,40654,
1430774407356,87009,view,7379,
1430774409302,8188,view,28164,
1430774410327,166674,view,22035,
1430774411482,99304,view,40267,
1430774421356,64582,transaction,19162,11110.0
1430774421965,128136,view,26569,
1430774427091,129357,view,10079,
1430774429543,124990,view,39327,
1430774429555,128136,view,19265,
1430774430058,86300,view,40972,
1430774435871,95098,view,6441,
1430774438766,150367,view,3470,
1430774439663,32546,view,40084,
1430774440018,50718,view,38523,
1430774441193,150077,view,15399,
1430774445352,70574,view,28753,
1430774448498,66131,view,32215,
1430774459884,88106,view,39129,
1430774462779,111198,view,39132,
1430774463273,168283,view,10991,
1430774466517,126237,view,46089,
1430774468414,156491,view,48081,
1430774474638,94579,view,12568,
1430774475325,106010,view,2237,
1430774475800,168283,view,27279,
1430774478476,199462,view,6763,
1430774478538,58625,view,8836,
1430774480986,168283,view,25419,
1430774482210,72739,view,29141,
1430774482757,166280,view,48685,
1430774484679,60247,view,25733,
1430774496129,73961,view,26849,
1430774496667,120844,view,46116,
1430774497279,168213,view,28263,
1430774499929,45305,view,5392,
1430774500166,133879,view,38574,
1430774502910,204088,view,1687,
1430774505478,4802,view,2267,
1430774508241,150146,view,47150,
1430774509808,160659,view,3996,
1430774513914,76929,view,10667,
1430774514705,164014,view,10145,
1430774519496,153991,view,19868,
1430774531050,166112,view,1883,
1430774533100,138106,view,8057,
1430774533313,164010,view,42758,
1430774533642,117077,view,7781,
1430774535087,41142,view,4246,
1430774538293,173147,view,8573,
1430774541262,126557,view,23523,
1430774541683,164010,view,44153,
1430774541824,114515,view,29336,
1430774544692,164010,view,42758,
1430774545947,146417,view,25811,
1430774547673,87213,view,34148,
1430774555126,154658,view,19320,
1430774555357,103590,view,17565,
1430774555829,150146,view,47150,
1430774558977,12013,view,45330,
1430774562599,64447,view,10333,
1430774564088,199462,view,14642,
1430774564776,162008,view,5224,
1430774570254,150077,view,22818,
1430774576479,76929,view,5508,
1430774577995,95550,view,16632,
1430774580529,115043,view,37293,
1430774581476,100773,view,18772,
1430774584344,162008,view,5224,
1430774584962,33577,view,13423,
1430774590284,139888,view,8877,
1430774591878,176498,view,10934,
1430774599909,130424,view,16710,
1430774602714,153243,view,275,
1430774613269,122523,addtocart,42016,
1430774615825,40636,view,31006,
1430774626204,131971,view,35751,
1430774633175,100773,view,3226,
1430774636573,26425,view,42020,
1430774637152,164010,view,44153,
1430774641675,30133,view,43241,
1430774643461,164010,view,12771,
1430774644486,114250,view,40168,
1430774657182,153243,view,14124,
1430774659770,99304,view,11201,
1430774661104,116832,view,26595,
1430774667553,40636,view,28710,
1430774667865,107747,view,31135,
1430774671136,134622,view,46681,
1430774671544,48953,view,7875,
1430774674193,107640,view,39552,
1430774677690,170252,view,45315,
1430774679161,40636,view,31006,
1430774680466,112303,view,46476,
1430774681389,18077,view,48367,
1430774685212,40990,view,28682,
1430774686553,100773,addtocart,3226,
1430774694910,163244,view,17946,
1430774697901,128023,view,27265,
1430774698637,111785,view,33372,
1430774700630,40636,view,46872,
1430774701391,70287,view,19265,
1430774702823,200948,view,26335,
1430774703511,45079,view,48071,
1430774704200,13638,view,8129,
1430774709793,26425,view,7894,
1430774715663,112303,view,46476,
1430774718815,45316,view,14529,
1430774724080,16451,view,6571,
1430774731642,30078,view,36973,
1430774731709,189316,view,38861,
1430774734408,71122,view,12875,
1430774740234,60868,view,14569,
1430774741615,64447,view,687,
1430774743790,99304,view,40267,
1430774749229,16451,view,13243,
1430774750121,70287,view,43214,
1430774750575,18077,view,44293,
1430774753065,70287,view,3729,
1430774753190,70287,view,33770,
1430774756707,102889,view,10114,
1430774757649,40990,addtocart,23536,
1430774758071,70287,view,16009,
1430774759634,28268,view,21249,
1430774764267,59620,view,22884,
1430774765848,28307,view,13755,
1430774771501,30072,view,4607,
1430774777264,16451,view,6307,
1430774778158,40990,view,7989,
1430774778616,46705,view,3638,
1430774778773,109012,addtocart,29302,
1430774779511,75851,view,38756,
1430774781143,46705,view,3638,
1430774786473,87010,view,42547,
1430774790229,45067,view,44311,
1430774790859,99304,view,15172,
1430774792430,60794,view,42486,
1430774793422,24222,view,28350,
1430774797544,170179,view,30776,
1430774797606,51900,view,41613,
1430774798462,65869,view,14789,
1430774800649,39195,view,25077,
1430774809191,65226,view,43742,
1430774821239,13367,view,21235,
1430774822182,67504,view,48714,
1430774824702,99304,view,37315,
1430774826662,40990,addtocart,20363,
1430774827897,51958,view,10212,
1430774831831,3755,view,2718,
1430774836474,40990,view,20274,
1430774836755,79112,view,40902,
1430774838343,24235,view,7382,
1430774842614,18077,view,26532,
1430774844059,71176,view,17395,
1430774847821,107322,view,17025,
1430774855578,99304,view,40267,
1430774860559,32966,view,43426,
1430774862527,99784,view,24161,
1430774863507,18077,view,48116,
1430774866378,6009,view,44480,
1430774873588,152777,view,15577,
1430774874452,64447,view,15368,
1430774874843,188886,view,3642,
1430774891589,26425,view,9075,
1430774900466,4538,view,4937,
1430774901696,30692,view,29908,
1430774906627,171376,view,41268,
1430774909764,64447,view,687,
1430774912397,204088,view,14547,
1430774914534,148650,view,1581,
1430774918165,18077,view,36059,
1430774921068,9875,view,3020,
1430774923486,64582,view,26595,
1430774926732,7422,view,2328,
1430774927717,116832,view,26595,
1430774931480,26425,view,10690,
1430774934240,196326,view,21526,
1430774935441,3361,view,30961,
1430774937083,126237,view,46089,
1430774943760,46297,view,32158,
1430774949711,72494,view,26562,
1430774953071,1119,view,19234,
1430774960021,149500,view,13508,
1430774962823,189068,view,13137,
1430774963664,195482,view,20827,
1430774971662,18077,view,10291,
1430774976563,105277,view,38409,
1430774986463,9875,addtocart,3020,
1430774987179,109012,view,29302,
1430774999555,126237,addtocart,46089,
1430775004863,39316,view,43812,
1430775006325,162792,view,4824,
1430775008017,126237,view,46089,
1430775008501,56635,view,43950,
1430775014053,7422,view,2328,
1430775015758,52124,view,11568,
1430775017040,46043,view,33870,
1430775018795,149500,view,13508,
1430775019693,118885,view,1256,
1430775020337,170138,view,25037,
1430775022738,146203,view,1922,
1430775025169,18077,view,9807,
1430775025512,128633,view,30742,
1430775026595,150146,view,47150,
1430775026924,7422,view,30609,
1430775027692,44215,view,35736,
1430775029541,159258,view,10038,
1430775034765,110907,view,643,
1430775035439,87009,view,7379,
1430775037880,116296,view,1378,
